clique	versions
32287	[350414, 355767, 115188, 118664, 155614, 161737, 289380, 329939, 309545, 334098, 216730, 237593, 60222, 101455]
15655	[350415, 281661, 225993]
40548	[350416, 145661, 303053, 239048]
38875	[350417, 361802, 186196, 154119, 266202, 284310, 284577, 291920, 296962, 305102, 198383, 253617]
33605	[350418, 351718, 358601, 109139, 133200, 150007, 151705, 171723, 186408, 266810, 268313, 272434, 272674, 281344, 287890, 314274, 314343, 323289, 312890, 78260, 85028, 216959, 221204, 197530, 215278, 66325, 94066, 96578]
407	[350419, 217943]
6928	[350424, 104438, 287631, 320316, 192756]
14296	[350428, 295745, 237073]
40429	[350429, 122923, 138152, 142012, 146315, 167746, 174393, 176269, 179401, 167332, 258980, 317640, 303788, 322740, 83415, 88060, 67384, 72761]
7240	[350430, 278010]
37728	[350431, 182149, 258932, 90329]
15106	[350433, 81283, 285699, 214467]
33317	[350434, 336441, 362491, 352496, 121698, 179262, 184801, 152489, 161280, 262448, 282347, 303004, 92362]
14053	[350437, 120357, 124130, 272179, 273872, 60166]
15070	[350438, 279140, 291355, 255145, 101383]
12155	[350439, 350664, 340098, 105715, 127048, 145508, 273864, 194929, 197182, 249848, 199137]
12255	[350440, 179337, 156976, 266095, 324478, 234431, 71979]
13120	[350442, 123405, 146311, 267776, 281058, 292426, 319148, 323523, 334275, 197996]
12981	[350443, 117231, 151800]
8182	[350444, 262499]
8943	[350446, 132172, 173302, 181594, 319389, 310301, 207556]
38386	[350447, 340614, 362532, 353783, 357761, 361357, 361472, 361698, 115157, 116087, 117439, 69892, 70571, 123924, 126646, 127484, 127583, 128823, 131590, 140386, 141257, 145875, 148362, 149368, 168749, 171658, 152040, 155990, 161690, 264341, 265093, 265235, 275549, 281307, 283128, 285251, 299808, 289197, 315701, 317917, 302122, 311891, 331816, 85238, 217522, 189890, 237801, 241019, 229394, 243273, 247095, 199232, 201305, 212813, 67976, 57202, 93283, 95733, 97080, 99348, 99696, 76240]
411	[350448, 367955, 229831]
15784	[350451, 359927, 182481]
25083	[350453, 352336, 356932, 80221, 168989, 177221, 278329, 300288, 312010, 331723, 247868, 251648]
17592	[350455, 355199]
24676	[350456, 119587, 305842, 84729, 198500]
21293	[350457, 341053, 367251, 172416, 77943]
10799	[350462, 362910, 111175, 276010, 57234, 96954]
39789	[350464, 114340, 151733, 277416, 229131]
7032	[350468, 357163, 104531, 117553, 122460, 149731, 165339, 260135, 299014, 291993, 290148, 322542, 328159, 311732, 55734, 56568, 235554, 208258, 210659, 251495, 91449]
37598	[350469, 365476, 64292, 108443, 127738, 130415, 141467, 175425, 181138, 186172, 154047, 156558, 265856, 274220, 280889, 282682, 287401, 296701, 313974, 317602, 319494, 319610, 310811, 311182, 77882, 78513, 84986, 216191, 217535, 239823, 221699, 222086, 191686, 248378, 194622, 249481, 201593, 205629, 206311, 211401, 256511, 91647, 67052, 59280, 92975, 99524, 102138, 71377, 73208, 73395]
40954	[350470, 136607, 182391, 154763, 158534, 301366, 306779, 327712, 328658, 102589]
13511	[350471, 174675]
8653	[350474, 319518]
12272	[350477, 341877, 353348, 359012, 62072, 62939, 106438, 107234, 110194, 118533, 120171, 138285, 138895, 130092, 133590, 134077, 147808, 171328, 183479, 157880, 158322, 164226, 164777, 278675, 264623, 267758, 268877, 269815, 300327, 293707, 297830, 302118, 325452, 327069, 77302, 55715, 239469, 240153, 220055, 228004, 232118, 243140, 245173, 247999, 196214, 196685, 200144, 207770, 251614, 251741, 212858, 67302, 58596, 98308, 99393, 100150]
33677	[350478, 363978, 357497, 358803, 171865, 181042, 154615, 160049, 262275, 263084, 296592, 302444, 328140, 329205, 239014, 221756, 222720, 231639, 247076, 250471, 207346, 65464, 66038, 68796, 59880]
36571	[350482, 353278, 81861, 105132, 69622, 123414, 127705, 150815, 184013, 185835, 152627, 157540, 166990, 258422, 277988, 267902, 283400, 301313, 297491, 290528, 318900, 56637, 237501, 239739, 241156, 227116, 227351, 231252, 236580, 250932, 254689, 256069, 257382, 95414, 101475, 70690]
29418	[350483, 105593, 112522, 136861, 140467, 180941, 183567, 184712, 186072, 267345, 268383, 284188, 299990, 297136, 328549, 77351, 226047, 233262, 192331, 244222, 194448, 249791, 249970, 93192, 75822]
22328	[350484, 183353]
6451	[350485, 163634]
2185	[350487, 336562, 288827, 303686, 66498]
7711	[350489, 289163, 334408]
10898	[350490, 339716, 366445, 111021, 112900, 115402, 118145, 120407, 139953, 125733, 168205, 171928, 172828, 174315, 175189, 175597, 183660, 184585, 154663, 166366, 265314, 270631, 272275, 282266, 286993, 299630, 293397, 302457, 323545, 326683, 327032, 328096, 332132, 83023, 237149, 241305, 220415, 222413, 243688, 244839, 247698, 196614, 254074, 64959, 65318, 58524, 59828, 98116, 98156, 73458]
31255	[350492, 338514]
4388	[350493, 350522, 363445, 368087, 357869, 359852, 79401, 80532, 81888, 114205, 69734, 128518, 129282, 129779, 132359, 137641, 170290, 175621, 175943, 182419, 182877, 182933, 158615, 257820, 258740, 276712, 284556, 284813, 292148, 297388, 303663, 307233, 323497, 328619, 310892, 313173, 84820, 215944, 218777, 239558, 226036, 228504, 228864, 233267, 244902, 248154, 193973, 249365, 249544, 252837, 88969, 66473, 58868, 95209, 98611, 99302]
32839	[350494, 337542, 343210, 112888, 115826, 117895, 133559, 261369, 261802, 300445, 305038, 318845, 321639, 234243, 194583, 196218, 69311]
39055	[350495, 343019]
8275	[350496, 339446]
4959	[350497, 122362, 177366, 267634, 225567]
11402	[350500, 350957, 363596, 365251, 353462, 353554, 63083, 109067, 127263, 136697, 149343, 174413, 182206, 153113, 156428, 162492, 278865, 284802, 300301, 294291, 295856, 316761, 326668, 328321, 83369, 223718, 227209, 234257, 246488, 193570, 196927, 254723, 59230, 92404, 73326, 74446]
34708	[350501, 340692, 354024, 79601, 81262, 112325, 115253, 116180, 118468, 132974, 150320, 177096, 177945, 179306, 182581, 184310, 157684, 164173, 165384, 165451, 276488, 277399, 286948, 320618, 322164, 322876, 326504, 328997, 308165, 77349, 82545, 219350, 244608, 199862, 203446, 209482, 252053, 68825, 57861, 59651, 98072]
4828	[350505, 150216, 243475]
26588	[350506, 121208, 121930, 191064, 192182, 243474, 256824, 102492, 74693, 76011]
28769	[350508, 149847, 275309, 333524]
30041	[350509, 339573, 357860, 169754, 177770, 158167, 158799, 318371, 241806, 221716, 226350, 191401, 209403, 68503, 59395]
1190	[350510, 357324, 150012, 250045, 257269]
12866	[350511, 151777, 163277, 292072, 202960]
39757	[350512, 355684, 358638, 306505, 225492]
27556	[350513, 362847, 105740, 151806, 174133, 152060, 317327, 302333, 308066, 86025, 91202, 75632]
2179	[350515, 365627, 63627, 277244, 68976]
31347	[350516, 362330, 359162, 359869, 185037, 187365, 255779]
30221	[350517, 364901, 359302, 111235, 216007, 241625, 242175, 101390]
31110	[350518, 342350, 354540, 134506, 134730, 142029, 146349, 168083, 175075, 182760, 187927, 270361, 281096, 290828, 318832, 327855, 84485, 249795, 205298, 213990, 214083, 71483]
33599	[350520, 140245, 145781, 185450, 188571, 265079, 282910, 331915, 78276, 66490, 67311]
14400	[350521, 336618, 114976, 136706, 142338, 168602, 184348, 159387, 285643, 293051, 321908, 325372, 83954, 84526, 220135, 247190, 198908, 200635, 204717, 254701, 89892, 70795]
24196	[350525, 362984, 368152, 359273, 361682, 63250, 112572, 114692, 115094, 118387, 118876, 140084, 136355, 167903, 177918, 257704, 260449, 262904, 294089, 329344, 330717, 218488, 221492, 194116, 250231, 202918, 252169, 91260, 67513, 69178, 60365, 93886, 96544, 100216]
17273	[350526, 212737]
41514	[350527, 337589, 113664, 184373, 187457, 187642, 160998, 162947, 258824, 299484, 296566, 314007, 314333, 326568, 332194, 221295, 192161, 193912, 196330, 197423, 99913, 74156]
39784	[350532, 71505]
5208	[350533, 351070, 81606, 107197, 262372, 56641]
29033	[350536, 351489, 362840, 352279, 358893, 360297, 108197, 124382, 143145, 144120, 144316, 144550, 148736, 171733, 173906, 174215, 182210, 157140, 159156, 260484, 277791, 278531, 278671, 266704, 283179, 285799, 287815, 299430, 291957, 296483, 290716, 313880, 321537, 329173, 311361, 335907, 88104, 239132, 224324, 226522, 229772, 235623, 243360, 244409, 197503, 202090, 204549, 208113, 253171, 256026, 92119, 69036, 94562, 97657, 99663]
8441	[350543, 340841, 105055, 114177, 117671, 121625, 130333, 130717, 144900, 174415, 184522, 188463, 153556, 161805, 161824, 261218, 283329, 286144, 288634, 299871, 298051, 318025, 322898, 326832, 312650, 332169, 218384, 190534, 239847, 222326, 236200, 190940, 249687, 198617, 201486, 251709, 212845, 60003, 60679, 71932]
37259	[350546, 110618, 124722, 168892, 173294, 157965, 87099, 200295]
14976	[350547, 358593, 124996, 325723, 94444]
34716	[350549, 322474]
33105	[350552, 352956, 355597, 182318, 313871, 319317, 216954, 240173, 256612, 92298]
6985	[350554, 364292, 111682, 296070, 307614, 309131, 335067, 215979, 190030, 196956, 92190, 57580]
15098	[350556, 162547, 325454, 203923]
13257	[350557, 279201, 90803]
16138	[350559, 351976, 337241, 339820, 361928, 80006, 63751, 104169, 106685, 140034, 125552, 126798, 141527, 144399, 147989, 172974, 175284, 184002, 185011, 185964, 153883, 159194, 258820, 263729, 268382, 271751, 272387, 295621, 316691, 302981, 319592, 321695, 323382, 323630, 312792, 333052, 334198, 83714, 86409, 231085, 231152, 196137, 197192, 201613, 93853]
18333	[350560, 81531, 146946, 178129, 264175, 266595, 266662, 267041, 268878, 297606, 316887, 319481, 222410, 223887, 233241, 205122, 256888, 66660, 92779]
38496	[350561, 342140, 81521, 69820, 167821, 174691, 176699, 154750, 154968, 163165, 268908, 272469, 296435, 324949, 333041, 88266, 240756, 236082, 70956]
469	[350562, 64221, 126995, 148804, 165456, 269541, 297787, 319491, 88291, 229301, 246881, 194071, 213365, 213930, 76386]
15360	[350566, 364169]
22304	[350567, 338230, 358171, 293388, 325790, 249922]
25291	[350568, 253323]
2768	[350569, 117143, 70103, 122026, 185073, 161231, 267767, 300503, 301306, 289416, 302503, 332712, 216174, 239303, 245930, 88740]
14802	[350570, 138898, 141651, 257958, 283763, 217782, 250541, 92800]
14326	[350571, 360428, 128044, 183254, 279818, 265466, 272142, 295613, 313846, 239490, 225403, 210715, 58013]
21946	[350573, 168824]
37714	[350574, 296259]
33770	[350575, 79870, 317285]
32994	[350578, 337770, 364101, 365355, 352816, 353151, 355040, 62494, 63195, 63788, 114653, 114706, 117227, 70215, 121345, 140136, 125065, 130390, 140852, 146218, 148225, 167783, 172742, 181008, 181255, 182842, 183886, 156762, 160917, 162199, 163991, 264261, 269851, 272880, 280191, 285569, 285724, 288698, 292031, 295591, 298425, 315526, 302845, 318887, 321871, 327946, 329008, 310716, 312453, 332527, 335347, 77634, 82616, 221751, 236120, 191894, 247702, 198097, 202978, 204636, 210205, 254112, 90873, 102875, 73414, 74061, 74604, 74957]
40545	[350579, 179019]
14167	[350581, 342449, 84014]
12274	[350582, 187481, 278572, 318885]
27782	[350583, 123767, 140229, 129290, 179074, 298819, 309781, 55505, 242184, 250239, 209132, 215529, 74922]
13081	[350584, 183658, 278101, 310864, 75886]
149	[350586, 118638, 95370]
37561	[350587, 109132, 132918, 178117, 268130, 289774, 321374, 220729, 245158]
12053	[350589, 158696, 260102, 283704, 308087, 226257, 234797, 207107]
26021	[350592, 351080, 352959, 369441, 62936, 107697, 109967, 111367, 128511, 128811, 137920, 174307, 179365, 157232, 159168, 260566, 261582, 267054, 271061, 285053, 286657, 300105, 292251, 295780, 320227, 326328, 331693, 78429, 223748, 247156, 196730, 203638, 214993, 254414, 65588, 68372, 59854, 73161]
13977	[350593, 366262, 361367, 362093, 79356, 113985, 140326, 147793, 170230, 153627, 263286, 289336, 319804, 329108, 311237, 218539, 233561, 253413, 256959, 58867]
36600	[350594, 188457, 285453, 300228]
16056	[350598, 340117, 369695, 62540, 111422, 134713, 147156, 149077, 184840, 166865, 282175, 284158, 311490, 77922, 83503, 189317, 231435, 214153, 215113, 256739]
1002	[350599, 364637, 108510, 144871, 177463, 185341, 273287, 284606, 288410, 292708, 319055, 321473, 333930, 56156, 242346, 222163, 229249, 232038, 101384]
20240	[350600, 149012]
27036	[350601, 364253, 176946, 287308, 323539, 88588, 72667]
20437	[350603, 144135]
372	[350604, 126384, 149160, 188375, 154819, 263324, 290167, 307796, 241528, 256867, 91441]
6155	[350605, 123416, 298923, 227809, 233266]
19698	[350607, 358703, 169120, 184706, 260776, 300267, 324153, 201577]
5717	[350608, 364723, 359501, 361149, 361639, 133575, 137660, 187320, 317788, 319401, 331978, 240069, 242002, 228443, 230422, 193371, 206262, 214254, 78711]
11079	[350609, 104939, 112585, 119667, 162742, 308948, 238512, 239328, 233489, 94994]
28750	[350611, 281753, 304691, 189209]
19650	[350612, 339429, 179740, 304438]
33202	[350613, 209905, 211817, 58047, 71254]
36813	[350616, 122828, 140110, 170547, 157845, 318169, 304631, 312457, 85943, 209929]
18260	[350617, 350856, 352594, 353019, 354134, 80374, 81961, 106135, 110024, 140236, 127682, 132056, 147920, 150948, 169532, 175168, 179410, 184298, 187208, 154533, 276607, 277921, 262753, 265608, 266012, 270069, 282825, 283286, 284445, 285902, 292924, 296134, 315110, 318591, 311810, 334639, 227932, 232895, 191050, 244444, 244455, 193276, 195757, 207199, 212057, 214121, 69348, 93495, 95564, 72426, 72434]
6471	[350618, 148880, 161633, 320074, 255941]
33822	[350619, 351128, 363261, 364895, 359797, 105790, 107804, 115282, 126175, 127091, 129189, 132429, 133762, 137923, 150341, 169689, 181615, 160650, 163475, 167467, 261334, 277391, 277619, 268175, 273733, 280634, 285471, 297493, 298570, 290656, 321562, 328995, 308399, 87459, 190008, 241287, 222492, 230382, 244453, 246882, 194862, 196243, 199466, 208825, 214789, 66678, 57694, 102251, 102490]
10021	[350620, 322003, 331986]
20527	[350623, 360950]
432	[350624, 342795, 268659, 294664, 321101]
19239	[350625, 368842, 162026, 280092, 309483]
8295	[350627, 119751, 263711, 266589, 267964, 310323, 244669, 98878]
34847	[350628, 232094]
40953	[350629, 351544, 341840, 264281, 305542, 310453, 91069, 66356, 73194]
30614	[350632, 288924, 217831, 233474, 200506, 211084, 252186]
2353	[350633, 363329, 356626, 361384, 106858, 108073, 125818, 146445, 150910, 280596, 285311, 220208, 250668, 214913]
26378	[350635, 121914, 124466, 129332, 284568, 216812, 189151, 227795, 191761, 209589, 212209, 92300]
114	[350636, 325234]
7749	[350637, 63598, 63829, 104137, 108725, 129623, 133307, 144859, 163838, 278806, 267752, 274033, 275774, 280819, 288234, 315959, 327918, 328852, 329444, 83141, 87454, 220183, 201640, 210465, 212032, 95169]
3260	[350639, 340824, 342184, 362392, 354920, 355140, 357818, 81171, 62604, 111158, 124861, 140151, 128884, 136055, 144750, 150905, 173595, 176701, 180662, 159637, 165512, 276687, 265742, 267783, 274823, 280914, 295045, 296377, 296831, 315749, 317880, 303406, 307527, 321433, 322124, 322559, 312852, 242589, 226556, 227530, 231174, 235531, 243551, 193498, 249318, 196908, 249730, 249890, 198486, 202402, 204277, 206351, 207335, 214638, 215332, 253349, 256094, 98800, 101536, 72407]
19321	[350641, 299011, 228591, 100382]
25047	[350643, 179388]
9703	[350644, 150928, 297169, 329661, 247967, 200340]
14202	[350646, 338763, 109454, 139194, 139889, 131192, 169126, 172559, 258750, 268123, 268811, 271615, 274952, 301443, 290323, 315409, 315651, 317059, 321460, 325058, 325404, 84193, 237946, 239468, 234679, 235230, 249479, 197309, 205017, 209192, 250724, 251599, 91255, 64772, 66916, 57186, 59348, 60433, 61192, 103139]
12018	[350649, 342418, 368076, 353130, 108248, 139692, 126955, 126972, 132133, 144672, 171477, 179148, 183600, 153607, 271736, 273439, 314185, 56301, 228290, 196657, 200500]
29550	[350651, 183303]
16924	[350652, 340312, 355010, 81087, 118038, 128872, 182286, 218946, 194142, 199626, 91327, 60788, 98102, 75443]
9711	[350653, 111837, 115235, 121946, 147273, 181983, 162910, 163329, 290219, 314130, 315889, 326778, 328624, 308840, 78246, 217655, 242053, 228953, 231424, 199558, 200578, 252390, 68348, 98704]
2998	[350654, 105830, 147800, 314045, 228845, 205388]
34863	[350655, 171797, 254869, 60044]
37322	[350656, 219436, 212501]
13846	[350657, 108683, 70187, 158837, 222864, 192723, 209549, 212657]
13090	[350659, 369173]
7665	[350661, 131441]
27107	[350662, 364734, 360809, 104947, 107297, 114885, 128584, 130177, 148028, 148409, 175442, 176483, 184769, 185315, 161626, 164242, 265842, 266031, 266637, 283746, 287836, 298492, 289242, 316059, 319901, 323823, 311180, 331263, 332295, 83939, 83943, 228673, 230872, 201169, 201505, 209827, 252241, 256520, 257246, 90913, 68279, 92637, 102595]
14	[350663, 112887, 123686, 127993, 276328, 271916, 287299, 301812, 293325, 296017, 318233, 323707, 225569, 93499, 74596]
1013	[350668, 364370, 364448, 364577, 366321, 367880, 355233, 80596, 104676, 107016, 110160, 113618, 116363, 127489, 128416, 144979, 174492, 176196, 186287, 187609, 156826, 162344, 166235, 267499, 280530, 287341, 293455, 309556, 309986, 83460, 217952, 188899, 226058, 228263, 232548, 234888, 196696, 249796, 209016, 209939, 255908, 66578, 57299, 97840, 74840]
18467	[350670, 342362]
29677	[350671, 359786, 79358, 142167, 149709, 154666, 164416, 288750, 316106, 233720, 72660]
37586	[350673, 360640, 361272, 107156, 187801, 261104, 235315, 235602, 103886]
16268	[350676, 69978, 139582, 140706, 162174, 265940, 273286, 315716, 318268, 319770, 324711, 76964, 85892, 216717, 220408, 227621, 232773, 233446, 195205, 93166]
15500	[350677, 366511, 369337, 112896, 140149, 278609, 274837, 77264, 88769, 101747]
24106	[350678, 342962, 366896, 367074, 367701, 355138, 79671, 79795, 80141, 62941, 104601, 106728, 108431, 109189, 109355, 109404, 110135, 113648, 115031, 124517, 139043, 129499, 149694, 168376, 170597, 174740, 177244, 178311, 181029, 181466, 153049, 156185, 158533, 162421, 162614, 163562, 164255, 259620, 259957, 260938, 261038, 279645, 263371, 267197, 271156, 273173, 274819, 282932, 288197, 288565, 300190, 291578, 292085, 293266, 294986, 297585, 289781, 290772, 313378, 315753, 316598, 302784, 302866, 304129, 305946, 306225, 307669, 323763, 308891, 313085, 332299, 333859, 335186, 76741, 77147, 55599, 86100, 87323, 87843, 239063, 224273, 226943, 228026, 229138, 230424, 232692, 232978, 233132, 242933, 244080, 244123, 248330, 195008, 196880, 201442, 204170, 205682, 205831, 211074, 251151, 212570, 254125, 255071, 256717, 65031, 65458, 65471, 69391, 58724, 94833, 95002, 95589, 97490, 99183, 74402, 76441]
